1	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	2	obj	_	@r1994m-words#@r1994m#65.414#65.762
216	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	215	det	_	@r1994m-words#@r1994m#175.282#175.584
217	закончилась	закончиться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	210	ccomp	_	@r1994m-words#@r1994m#175.584#175.886
218	/	/	PUNCT	_	_	222	punct	_	@r1994m-words#@r1994m#175.886#176.188
219	и	и	CCONJ	_	_	222	cc	_	@r1994m-words#@r1994m#176.188#176.49
220	ко	к	ADP	_	_	221	case	_	@r1994m-words#@r1994m#176.49#176.792
221	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	222	obl	_	@r1994m-words#@r1994m#176.792#177.094
222	подходит	подходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	217	conj	_	@r1994m-words#@r1994m#177.094#177.396
223	другая	другой	PRON	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	224	amod	_	@r1994m-words#@r1994m#177.396#177.698
224	травести	травести	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	322	nummod	_	@r1994m-words#@r1994m#177.698#178.0
225	артистк…	артистк…	X	_	_	_	_	_	@r1994m-words#@r1994m#178.0#178.302
226	дива	дива	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	322	nmod	_	@r1994m-words#@r1994m#178.302#178.604
227	и	и	CCONJ	_	_	229	cc	_	@r1994m-words#@r1994m#178.604#178.906
228	/	/	PUNCT	_	_	229	punct	_	@r1994m-words#@r1994m#178.906#179.208
229	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	322	parataxis	_	@r1994m-words#@r1994m#179.208#179.51
230	/	/	PUNCT	_	_	234	punct	_	@r1994m-words#@r1994m#179.51#179.812
231	а	а	CCONJ	_	_	234	cc	_	@r1994m-words#@r1994m#179.812#180.114
232	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	234	nsubj	_	@r1994m-words#@r1994m#180.114#180.416
233	не	не	PART	_	_	234	advmod	_	@r1994m-words#@r1994m#180.416#180.718
234	хочешь	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	229	conj	_	@r1994m-words#@r1994m#180.718#181.02
235	попробовать	пробовать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	234	xcomp	_	@r1994m-words#@r1994m#181.02#181.322
236	травести	травести	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	235	obj	_	@r1994m-words#@r1994m#181.322#181.631
237	/	/	PUNCT	_	_	234	punct	_	@r1994m-words#@r1994m#181.842#182.225
238	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	229	nsubj	_	@r1994m-words#@r1994m#182.225#182.608
239	такой	такой	DET	_	Case=Ins|Gender=Fem|Number=Sing	229	det	_	@r1994m-words#@r1994m#182.608#182.991
240	о	о	X	_	_	_	_	_	@r1994m-words#@r1994m#182.991#183.374
241	а	а	CCONJ	_	_	247	cc	_	@r1994m-words#@r1994m#183.374#183.757
242	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	247	nsubj	_	@r1994m-words#@r1994m#183.757#184.14
243	пьяный	пьяный	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	245	amod	_	@r1994m-words#@r1994m#184.14#184.523
244	/	/	PUNCT	_	_	245	punct	_	@r1994m-words#@r1994m#184.523#184.906
245	ой	ой	X	_	_	_	_	_	@r1994m-words#@r1994m#184.906#185.289
246	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	247	xcomp	_	@r1994m-words#@r1994m#185.289#185.672
247	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	239	acl:relcl	_	@r1994m-words#@r1994m#185.672#186.055
248	конечно	конечно	ADV	_	Degree=Pos	249	parataxis	_	@r1994m-words#@r1994m#186.055#186.438
249	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	247	xcomp	_	@r1994m-words#@r1994m#186.438#186.821
250	а	а	X	_	_	_	_	_	@r1994m-words#@r1994m#186.821#187.204
251	/	/	PUNCT	_	_	254	punct	_	@r1994m-words#@r1994m#187.204#187.587
252	ну	ну	PART	_	_	254	parataxis	_	@r1994m-words#@r1994m#187.587#187.97
253	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	254	iobj	_	@r1994m-words#@r1994m#187.97#188.353
254	назначили	назначить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	249	conj	_	@r1994m-words#@r1994m#188.353#188.736
255	когда	когда	SCONJ	_	_	256	mark	_	@r1994m-words#@r1994m#188.736#189.119
256	нужно	нужно	ADV	_	Degree=Pos	254	_	_	@r1994m-words#@r1994m#189.119#189.502
257	прийти	прийти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	256	xcomp	_	@r1994m-words#@r1994m#189.502#189.894
258	/	/	PUNCT	_	_	267	punct	_	@r1994m-words#@r1994m#190.035#190.326
259	и	и	CCONJ	_	_	267	cc	_	@r1994m-words#@r1994m#190.326#190.617
260	наутро	наутро	ADV	_	Degree=Pos	267	advmod	_	@r1994m-words#@r1994m#190.617#190.908
261	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	267	nsubj	_	@r1994m-words#@r1994m#190.908#191.199
262	конечно	конечно	ADV	_	Degree=Pos	267	parataxis	_	@r1994m-words#@r1994m#191.199#191.49
263	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	267	nsubj	_	@r1994m-words#@r1994m#191.49#191.781
264	когда	когда	SCONJ	_	_	267	mark	_	@r1994m-words#@r1994m#191.781#192.072
265	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	267	obj	_	@r1994m-words#@r1994m#192.072#192.363
266	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	265	det	_	@r1994m-words#@r1994m#192.363#192.654
267	вспомнил	вспомнить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	257	ccomp	_	@r1994m-words#@r1994m#192.654#192.945
268	/	/	PUNCT	_	_	278	punct	_	@r1994m-words#@r1994m#192.945#193.236
269	что	что	SCONJ	_	_	278	mark	_	@r1994m-words#@r1994m#193.236#193.527
270	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	278	iobj	_	@r1994m-words#@r1994m#193.527#193.818
271	нужно…	нужно	AUX	_	_	270	det	_	@r1994m-words#@r1994m#193.818#194.109
272	/	/	PUNCT	_	_	278	punct	_	@r1994m-words#@r1994m#194.109#194.4
273	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	278	nsubj	_	@r1994m-words#@r1994m#194.4#194.691
274	как	как	SCONJ	_	_	275	mark	_	@r1994m-words#@r1994m#194.691#194.982
275	помню	помнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	278	advcl	_	@r1994m-words#@r1994m#194.982#195.273
276	что	что	SCONJ	_	Case=Acc	280	mark	_	@r1994m-words#@r1994m#195.273#195.564
277	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	278	iobj	_	@r1994m-words#@r1994m#195.564#195.855
278	нужно	нужно	AUX	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	267	det	_	@r1994m-words#@r1994m#195.855#196.146
279	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	278	cop	_	@r1994m-words#@r1994m#196.146#196.437
280	прийти	прийти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	278	csubj	_	@r1994m-words#@r1994m#196.437#196.728
281	в	в	ADP	_	_	282	case	_	@r1994m-words#@r1994m#196.728#197.019
282	среду	среда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	280	obl	_	@r1994m-words#@r1994m#197.019#197.31
283	/	/	PUNCT	_	_	278	punct	_	@r1994m-words#@r1994m#197.31#197.601
284	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	267	nsubj	_	@r1994m-words#@r1994m#197.601#197.892
285	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	267	aux	_	@r1994m-words#@r1994m#197.892#198.183
286	к	к	ADP	_	_	287	case	_	@r1994m-words#@r1994m#198.183#198.474
287	пяти	пять	NUM	_	Case=Gen	267	nummod	_	@r1994m-words#@r1994m#198.474#198.765
288	к	к	ADP	_	_	290	case	_	@r1994m-words#@r1994m#198.765#199.056
289	пяти	пять	NUM	_	Case=Gen	290	nummod	_	@r1994m-words#@r1994m#199.056#199.347
290	вечера	вечер	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	287	nmod	_	@r1994m-words#@r1994m#199.347#199.649
291	/	/	PUNCT	_	_	296	punct	_	@r1994m-words#@r1994m#199.947#200.221
292	а	а	X	_	_	_	_	_	@r1994m-words#@r1994m#200.221#200.495
293	и	и	PART	_	_	292	advmod	_	@r1994m-words#@r1994m#200.495#200.769
294	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	296	nsubj	_	@r1994m-words#@r1994m#200.769#201.043
295	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	294	det	_	@r1994m-words#@r1994m#201.043#201.317
296	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	267	conj	_	@r1994m-words#@r1994m#201.317#201.591
297	боже	бог	NOUN	_	Animacy=Anim|Case=Voc|Gender=Masc|Number=Sing	296	obj	_	@r1994m-words#@r1994m#201.591#201.865
298	/	/	PUNCT	_	_	301	punct	_	@r1994m-words#@r1994m#201.865#202.139
299	куда	куда	PRON	_	Degree=Pos	301	_	_	@r1994m-words#@r1994m#202.139#202.413
300	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	301	nsubj	_	@r1994m-words#@r1994m#202.413#202.687
301	пойду	пойти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	297	acl:relcl	_	@r1994m-words#@r1994m#202.687#202.961
302	у	у	ADP	_	_	303	case	_	@r1994m-words#@r1994m#202.961#203.235
303	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	301	obl	_	@r1994m-words#@r1994m#203.235#203.509
304	ничего	ничто	PRON	_	Case=Gen	305	obl	_	@r1994m-words#@r1994m#203.509#203.783
305	нету	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	301	xcomp	_	@r1994m-words#@r1994m#203.783#204.057
306	/	/	PUNCT	_	_	308	punct	_	@r1994m-words#@r1994m#204.057#204.331
307	ни	ни	CCONJ	_	_	308	cc	_	@r1994m-words#@r1994m#204.331#204.605
308	одежды	одежда	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	305	obl	_	@r1994m-words#@r1994m#204.605#204.879
309	них…	них…	X	_	_	_	_	_	@r1994m-words#@r1994m#204.879#205.153
310	ничего	ничто	PRON	_	Case=Gen	318	obl	_	@r1994m-words#@r1994m#205.153#205.44
311	/	/	PUNCT	_	_	318	punct	_	@r1994m-words#@r1994m#205.508#205.865
312	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	318	nsubj	_	@r1994m-words#@r1994m#205.865#206.222
313	об	о	ADP	_	_	314	case	_	@r1994m-words#@r1994m#206.222#206.579
314	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	318	obl	_	@r1994m-words#@r1994m#206.579#206.936
315	как-то	как-то	ADV	_	Degree=Pos	316	advmod	_	@r1994m-words#@r1994m#206.936#207.293
316	глобально	глобально	ADV	_	Degree=Pos	318	advmod	_	@r1994m-words#@r1994m#207.293#207.65
317	не	не	PART	_	_	318	advmod	_	@r1994m-words#@r1994m#207.65#208.007
318	задумывался	задумываться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	308	parataxis	_	@r1994m-words#@r1994m#208.007#208.364
319	да	да	PART	_	_	345	advmod	_	@r1994m-words#@r1994m#208.364#208.721
320	желание	желание	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	318	nsubj	_	@r1994m-words#@r1994m#208.721#209.078
321	попробовать	пробовать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	320	obl	_	@r1994m-words#@r1994m#209.078#209.435
322	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	222	nsubj	_	@r1994m-words#@r1994m#209.435#209.792
323	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	345	cop	_	@r1994m-words#@r1994m#209.792#210.152
324	/	/	PUNCT	_	_	328	punct	_	@r1994m-words#@r1994m#210.522#210.983
325	но	но	CCONJ	_	_	328	cc	_	@r1994m-words#@r1994m#210.983#211.444
326	когда	когда	SCONJ	_	_	328	mark	_	@r1994m-words#@r1994m#211.444#211.905
327	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	328	nsubj	_	@r1994m-words#@r1994m#211.905#212.366
328	вот	вот	PART	_	_	345	advmod	_	@r1994m-words#@r1994m#212.366#212.827
329	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	328	iobj	_	@r1994m-words#@r1994m#212.827#213.288
330	/	/	PUNCT	_	_	331	punct	_	@r1994m-words#@r1994m#213.288#213.749
331	день	день	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	328	parataxis	_	@r1994m-words#@r1994m#213.749#214.21
332	/	/	PUNCT	_	_	342	punct	_	@r1994m-words#@r1994m#214.21#214.671
333	до	до	ADP	_	_	335	case	_	@r1994m-words#@r1994m#214.671#215.132
334	этого	этот	DET	_	Case=Gen|Gender=Neut|Number=Sing	335	det	_	@r1994m-words#@r1994m#215.132#215.593
335	собеседования	собеседование	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	342	obl	_	@r1994m-words#@r1994m#215.593#216.054
336	вот	вот	PART	_	_	337	advmod	_	@r1994m-words#@r1994m#216.054#216.515
337	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	342	obl	_	@r1994m-words#@r1994m#216.515#216.976
338	всего	весь	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	342	obl	_	@r1994m-words#@r1994m#216.976#217.437
339	/	/	PUNCT	_	_	338	punct	_	@r1994m-words#@r1994m#217.437#217.898
340	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	342	nsubj	_	@r1994m-words#@r1994m#217.898#218.359
341	такой	такой	DET	_	Case=Gen|Gender=Fem|Number=Sing	340	det	_	@r1994m-words#@r1994m#218.359#218.82
342	думаешь	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	328	parataxis	_	@r1994m-words#@r1994m#218.82#219.281
343	#цензура#	#цензура#	X	_	_	_	_	_	@r1994m-words#@r1994m#219.281#219.761
344	/	/	PUNCT	_	_	342	punct	_	@r1994m-words#@r1994m#220.076#220.773
345	нельзя	нельзя	AUX	_	Degree=Pos	318	advmod	_	@r1994m-words#@r1994m#220.773#221.47
346	матом	мат	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	345	csubj	_	@r1994m-words#@r1994m#221.47#222.167
347	?	?	PUNCT	_	_	346	punct	_	@r1994m-words#@r1994m#222.167#222.864
348	#смех#	#смех#	X	_	_	_	_	_	@r1994m-words#@r1994m#222.864#223.564
349	/	/	PUNCT	_	_	352	punct	_	@r1994m-words#@r1994m#224.948#225.332
350	а	а	CCONJ	_	_	352	cc	_	@r1994m-words#@r1994m#225.332#225.716
351	/	/	PUNCT	_	_	352	punct	_	@r1994m-words#@r1994m#225.716#226.1
352	простите	простить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	348	conj	_	@r1994m-words#@r1994m#226.1#226.484
353	/	/	PUNCT	_	_	352	punct	_	@r1994m-words#@r1994m#226.484#226.868
354	вот	вот	PART	_	_	352	advmod	_	@r1994m-words#@r1994m#226.868#227.256
355	/	/	PUNCT	_	_	352	punct	_	@r1994m-words#@r1994m#227.483#227.768
356	и	и	CCONJ	_	_	358	cc	_	@r1994m-words#@r1994m#227.768#228.053
357	а	а	X	_	_	_	_	_	@r1994m-words#@r1994m#228.053#228.338
358	получается	получаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	345	conj	_	@r1994m-words#@r1994m#228.338#228.623
359	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	358	nsubj	_	@r1994m-words#@r1994m#228.623#228.908
360	набираю	набирать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	358	xcomp	_	@r1994m-words#@r1994m#228.908#229.193
361	всех	весь	DET	_	Case=Acc|Number=Plur	363	det	_	@r1994m-words#@r1994m#229.193#229.478
362	своих	свой	DET	_	Case=Acc|Number=Plur	363	det	_	@r1994m-words#@r1994m#229.478#229.763
363	знакомых	знакомый	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	360	obj	_	@r1994m-words#@r1994m#229.763#230.048
364	которые	который	SCONJ	_	Case=Nom	377	nsubj	_	@r1994m-words#@r1994m#230.048#230.333
365	у	у	ADP	_	_	366	case	_	@r1994m-words#@r1994m#230.333#230.618
366	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	377	obl	_	@r1994m-words#@r1994m#230.618#230.903
367	из	из	ADP	_	_	368	case	_	@r1994m-words#@r1994m#230.903#231.188
368	девочек	девочка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur	366	nmod	_	@r1994m-words#@r1994m#231.188#231.473
369	/	/	PUNCT	_	_	377	punct	_	@r1994m-words#@r1994m#231.473#231.758
370	всю	весь	DET	_	Case=Acc|Gender=Fem|Number=Sing	371	det	_	@r1994m-words#@r1994m#231.758#232.043
371	одежду	одежда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	377	obj	_	@r1994m-words#@r1994m#232.043#232.328
372	которая	который	SCONJ	_	Case=Nom	373	nsubj	_	@r1994m-words#@r1994m#232.328#232.613
373	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	371	parataxis	_	@r1994m-words#@r1994m#232.613#232.898
374	/	/	PUNCT	_	_	373	punct	_	@r1994m-words#@r1994m#232.898#233.183
375	на	на	ADP	_	_	376	case	_	@r1994m-words#@r1994m#233.183#233.468
376	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	377	obl	_	@r1994m-words#@r1994m#233.468#233.753
377	налезть	налезть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	360	xcomp	_	@r1994m-words#@r1994m#233.753#234.038
378	/	/	PUNCT	_	_	382	punct	_	@r1994m-words#@r1994m#234.038#234.323
379	да	да	PART	_	_	382	cc	_	@r1994m-words#@r1994m#234.323#234.608
380	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	382	obj	_	@r1994m-words#@r1994m#234.608#234.893
381	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	382	nsubj	_	@r1994m-words#@r1994m#234.893#235.178
382	похудею	похудеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	377	conj	_	@r1994m-words#@r1994m#235.178#235.466
383	/	/	PUNCT	_	_	387	punct	_	@r1994m-words#@r1994m#235.633#236.053
384	а	а	X	_	_	_	_	_	@r1994m-words#@r1994m#236.053#236.473
385	поэтому	поэтому	ADV	_	Degree=Pos	387	advmod	_	@r1994m-words#@r1994m#236.473#236.893
386	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	387	cop	_	@r1994m-words#@r1994m#236.893#237.313
387	проще	простой	ADJ	_	Degree=Cmp	377	conj	_	@r1994m-words#@r1994m#237.313#237.733
388	/	/	PUNCT	_	_	389	punct	_	@r1994m-words#@r1994m#239.152#239.441
389	ам	ам	X	_	_	_	_	_	@r1994m-words#@r1994m#239.441#239.73
390	ну	ну	PART	_	_	392	parataxis	_	@r1994m-words#@r1994m#239.73#240.019
391	/	/	PUNCT	_	_	390	punct	_	@r1994m-words#@r1994m#240.019#240.308
392	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	394	nsubj	_	@r1994m-words#@r1994m#240.308#240.597
393	выс…	выс…	X	_	_	_	_	_	@r1994m-words#@r1994m#240.597#240.886
394	выступил	выступить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	387	ccomp	_	@r1994m-words#@r1994m#240.886#241.178
395	/	/	PUNCT	_	_	410	punct	_	@r1994m-words#@r1994m#241.605#241.901
396	все	все	DET	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	410	det	_	@r1994m-words#@r1994m#241.901#242.197
397	/	/	PUNCT	_	_	399	punct	_	@r1994m-words#@r1994m#242.197#242.493
398	вроде	вроде	ADV	_	Degree=Pos	399	parataxis	_	@r1994m-words#@r1994m#242.493#242.789
399	нормально	нормально	ADV	_	Degree=Pos	410	advmod	_	@r1994m-words#@r1994m#242.789#243.085
400	и	и	CCONJ	_	_	403	cc	_	@r1994m-words#@r1994m#243.085#243.381
401	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	403	iobj	_	@r1994m-words#@r1994m#243.381#243.677
402	тут	тут	ADV	_	Degree=Pos	403	advmod	_	@r1994m-words#@r1994m#243.677#243.973
403	начинают	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	399	conj	_	@r1994m-words#@r1994m#243.973#244.269
404	а	а	X	_	_	_	_	_	@r1994m-words#@r1994m#244.269#244.565
405	рассказывают	рассказывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	406	parataxis	_	@r1994m-words#@r1994m#244.565#244.861
406	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	410	parataxis	_	@r1994m-words#@r1994m#244.861#245.157
407	все	весь	DET	_	Case=Nom|Number=Sing	408	det	_	@r1994m-words#@r1994m#245.157#245.453
408	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	406	nsubj	_	@r1994m-words#@r1994m#245.453#245.749
409	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	406	obj	_	@r1994m-words#@r1994m#245.749#246.045
410	берем	брать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	394	conj	_	@r1994m-words#@r1994m#246.045#246.348
411	/	/	PUNCT	_	_	416	punct	_	@r1994m-words#@r1994m#246.513#246.794
412	а	а	CCONJ	_	_	416	cc	_	@r1994m-words#@r1994m#246.794#247.075
413	там	там	ADV	_	Degree=Pos	416	advmod	_	@r1994m-words#@r1994m#247.075#247.356
414	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	416	det	_	@r1994m-words#@r1994m#247.356#247.637
415	забавная	забавный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	416	amod	_	@r1994m-words#@r1994m#247.637#247.918
416	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	410	nsubj	_	@r1994m-words#@r1994m#247.918#248.199
417	#смех#	#смех#	X	_	_	_	_	_	@r1994m-words#@r1994m#248.199#248.486
418	/	/	PUNCT	_	_	419	punct	_	@r1994m-words#@r1994m#248.669#248.931
419	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	416	nsubj	_	@r1994m-words#@r1994m#248.931#249.193
420	в	в	ADP	_	_	422	case	_	@r1994m-words#@r1994m#249.193#249.455
421	тот	тот	DET	_	Case=Acc|Gender=Masc|Number=Sing	422	det	_	@r1994m-words#@r1994m#249.455#249.717
422	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	432	obl	_	@r1994m-words#@r1994m#249.717#249.979
